,Time,FrontAxis,VerticalAxis,LateralAxis,SensorID,RSSI,Phase,Frequency,Activity
19417,234.48,0.8114,0.74411,0.18017,2,-56.5,4.4854,924.25,2
19418,237.25,0.7527699999999999,0.75559,0.14595999999999998,2,-58.0,1.1812,925.25,2
19419,237.33,0.7527699999999999,0.75559,0.14595999999999998,2,-58.0,1.1812,925.25,2
19420,237.38,0.7527699999999999,0.75559,0.14595999999999998,2,-58.0,1.1812,925.25,2
19421,237.4,0.7527699999999999,0.75559,0.14595999999999998,2,-58.0,1.1812,925.25,2
19422,237.45,0.7527699999999999,0.75559,0.14595999999999998,2,-58.0,1.1812,925.25,2
19423,237.5,0.7527699999999999,0.75559,0.14595999999999998,2,-58.0,1.1812,925.25,2
19424,237.75,0.7527699999999999,0.75559,0.14595999999999998,1,-67.5,0.39423,921.75,2
19425,237.85,0.7527699999999999,0.75559,0.14595999999999998,1,-67.5,0.39423,921.75,2
19426,237.88,0.7527699999999999,0.75559,0.14595999999999998,1,-67.5,0.39423,921.75,2
19427,237.93,0.7527699999999999,0.75559,0.14595999999999998,1,-67.5,0.39423,921.75,2
19428,237.98,0.7527699999999999,0.75559,0.14595999999999998,1,-67.5,0.39423,921.75,2
19429,238.0,0.7527699999999999,0.75559,0.14595999999999998,1,-67.5,0.39423,921.75,2
19430,238.5,0.7527699999999999,0.75559,0.14595999999999998,2,-56.5,0.19328,920.25,2
19431,238.58,0.7527699999999999,0.75559,0.14595999999999998,2,-56.5,0.19328,920.25,2
19432,238.63,0.7527699999999999,0.75559,0.14595999999999998,2,-56.5,0.19328,920.25,2
19433,238.65,0.7527699999999999,0.75559,0.14595999999999998,2,-56.5,0.19328,920.25,2
19434,238.7,0.7527699999999999,0.75559,0.14595999999999998,2,-56.5,0.19328,920.25,2
19435,238.73,0.7527699999999999,0.75559,0.14595999999999998,2,-56.5,0.19328,920.25,2
19436,239.0,0.7527699999999999,0.75559,0.14595999999999998,2,-55.5,5.5515,922.25,2
19437,239.08,0.7527699999999999,0.75559,0.14595999999999998,2,-55.5,5.5515,922.25,2
19438,239.13,0.7527699999999999,0.75559,0.14595999999999998,2,-55.5,5.5515,922.25,2
19439,239.15,0.7527699999999999,0.75559,0.14595999999999998,2,-55.5,5.5515,922.25,2
19440,239.2,0.7527699999999999,0.75559,0.14595999999999998,2,-55.5,5.5515,922.25,2
19441,239.23,0.7527699999999999,0.75559,0.14595999999999998,2,-55.5,5.5515,922.25,2
19442,239.28,0.7527699999999999,0.75559,0.14595999999999998,2,-56.0,4.4777,924.25,2
19443,239.33,0.7527699999999999,0.75559,0.14595999999999998,2,-56.0,4.4777,924.25,2
19444,239.35,0.7527699999999999,0.75559,0.14595999999999998,2,-56.0,4.4777,924.25,2
19445,239.4,0.7527699999999999,0.75559,0.14595999999999998,2,-56.0,4.4777,924.25,2
19446,239.45,0.7527699999999999,0.75559,0.14595999999999998,2,-56.0,4.4777,924.25,2
19447,239.48,0.7527699999999999,0.75559,0.14595999999999998,2,-56.0,4.4777,924.25,2
19448,240.0,0.78795,0.75559,0.16876,1,-67.5,2.4605,922.75,2
19449,240.08,0.78795,0.75559,0.16876,1,-67.5,2.4605,922.75,2
19450,240.13,0.78795,0.75559,0.16876,1,-67.5,2.4605,922.75,2
19451,240.15,0.78795,0.75559,0.16876,1,-67.5,2.4605,922.75,2
19452,240.2,0.78795,0.75559,0.16876,1,-67.5,2.4605,922.75,2
19453,240.25,0.78795,0.75559,0.16876,1,-67.5,2.4605,922.75,2
19454,241.0,0.78795,0.75559,0.16876,2,-56.0,0.37122,920.25,2
19455,241.08,0.78795,0.75559,0.16876,2,-56.0,0.37122,920.25,2
19456,241.13,0.78795,0.75559,0.16876,2,-56.0,0.37122,920.25,2
19457,241.15,0.78795,0.75559,0.16876,2,-56.0,0.37122,920.25,2
19458,241.2,0.78795,0.75559,0.16876,2,-56.0,0.37122,920.25,2
19459,241.25,0.78795,0.75559,0.16876,2,-56.0,0.37122,920.25,2
19460,242.0,0.7645,0.76708,0.15736,1,-67.0,4.7155,920.75,2
19461,242.08,0.7645,0.76708,0.15736,1,-67.0,4.7155,920.75,2
19462,242.1,0.7645,0.76708,0.15736,1,-67.0,4.7155,920.75,2
19463,242.15,0.7645,0.76708,0.15736,1,-67.0,4.7155,920.75,2
19464,242.2,0.7645,0.76708,0.15736,1,-67.0,4.7155,920.75,2
19465,242.23,0.7645,0.76708,0.15736,1,-67.0,4.7155,920.75,2
19466,242.5,0.7645,0.76708,0.15736,1,-67.5,0.49548000000000003,921.75,2
19467,242.55,0.7645,0.76708,0.15736,1,-67.5,0.49548000000000003,921.75,2
19468,242.6,0.7645,0.76708,0.15736,1,-67.5,0.49548000000000003,921.75,2
19469,242.63,0.7645,0.76708,0.15736,1,-67.5,0.49548000000000003,921.75,2
19470,242.68,0.7645,0.76708,0.15736,1,-67.5,0.49548000000000003,921.75,2
19471,242.73,0.7645,0.76708,0.15736,1,-67.5,0.49548000000000003,921.75,2
19472,243.75,0.7645,0.76708,0.15736,2,-55.5,5.4502,922.25,2
19473,243.83,0.7645,0.76708,0.15736,2,-55.5,5.4502,922.25,2
19474,243.88,0.7645,0.76708,0.15736,2,-55.5,5.4502,922.25,2
19475,243.9,0.7645,0.76708,0.15736,2,-55.5,5.4502,922.25,2
19476,243.95,0.7645,0.76708,0.15736,2,-55.5,5.4502,922.25,2
19477,243.98,0.7645,0.76708,0.15736,2,-55.5,5.4502,922.25,2
19478,244.03,0.7645,0.76708,0.15736,2,-56.0,4.4531,924.25,2
19479,244.08,0.7645,0.76708,0.15736,2,-56.0,4.4531,924.25,2
19480,244.13,0.7645,0.76708,0.15736,2,-56.0,4.4531,924.25,2
19481,244.15,0.7645,0.76708,0.15736,2,-56.0,4.4531,924.25,2
19482,244.2,0.7645,0.76708,0.15736,2,-56.0,4.4531,924.25,2
19483,244.23,0.7645,0.76708,0.15736,2,-56.0,4.4531,924.25,2
19484,244.5,0.7645,0.76708,0.15736,2,-57.0,0.78847,925.25,2
19485,244.58,0.7645,0.76708,0.15736,2,-57.0,0.78847,925.25,2
19486,244.63,0.7645,0.76708,0.15736,2,-57.0,0.78847,925.25,2
19487,244.65,0.7645,0.76708,0.15736,2,-57.0,0.78847,925.25,2
19488,244.7,0.7645,0.76708,0.15736,2,-57.0,0.78847,925.25,2
19489,244.75,0.7645,0.76708,0.15736,2,-57.0,0.78847,925.25,2
19490,246.25,0.8231200000000001,0.74411,0.18017,2,-56.0,5.4257,922.25,2
19491,246.35,0.8231200000000001,0.74411,0.18017,2,-56.0,5.4257,922.25,2
19492,246.4,0.8231200000000001,0.74411,0.18017,2,-56.0,5.4257,922.25,2
19493,246.43,0.8231200000000001,0.74411,0.18017,2,-56.0,5.4257,922.25,2
19494,246.48,0.8231200000000001,0.74411,0.18017,2,-56.0,5.4257,922.25,2
19495,246.5,0.8231200000000001,0.74411,0.18017,2,-56.0,5.4257,922.25,2
19496,246.55,0.8231200000000001,0.74411,0.18017,2,-56.5,1.3591,924.25,2
19497,246.6,0.8231200000000001,0.74411,0.18017,2,-56.5,1.3591,924.25,2
19498,246.63,0.8231200000000001,0.74411,0.18017,2,-56.5,1.3591,924.25,2
19499,246.68,0.8231200000000001,0.74411,0.18017,2,-56.5,1.3591,924.25,2
19500,246.73,0.8231200000000001,0.74411,0.18017,2,-56.5,1.3591,924.25,2
19501,246.75,0.8231200000000001,0.74411,0.18017,2,-56.5,1.3591,924.25,2
19502,248.25,0.8231200000000001,0.72114,0.18017,2,-57.0,0.23163000000000003,920.25,2
19503,248.33,0.8231200000000001,0.72114,0.18017,2,-57.0,0.23163000000000003,920.25,2
19504,248.38,0.8231200000000001,0.72114,0.18017,2,-57.0,0.23163000000000003,920.25,2
19505,248.4,0.8231200000000001,0.72114,0.18017,2,-57.0,0.23163000000000003,920.25,2
19506,248.45,0.8231200000000001,0.72114,0.18017,2,-57.0,0.23163000000000003,920.25,2
19507,248.5,0.8231200000000001,0.72114,0.18017,2,-57.0,0.23163000000000003,920.25,2
19508,248.75,0.8231200000000001,0.72114,0.18017,2,-56.0,6.0807,921.25,2
19509,248.83,0.8231200000000001,0.72114,0.18017,2,-56.0,6.0807,921.25,2
19510,248.88,0.8231200000000001,0.72114,0.18017,2,-56.0,6.0807,921.25,2
19511,248.9,0.8231200000000001,0.72114,0.18017,2,-56.0,6.0807,921.25,2
19512,248.95,0.8231200000000001,0.72114,0.18017,2,-56.0,6.0807,921.25,2
19513,249.0,0.8231200000000001,0.72114,0.18017,2,-56.0,6.0807,921.25,2
19514,249.03,0.8231200000000001,0.72114,0.18017,2,-56.0,4.5636,924.25,2
19515,249.08,0.8231200000000001,0.72114,0.18017,2,-56.0,4.5636,924.25,2
19516,249.13,0.8231200000000001,0.72114,0.18017,2,-56.0,4.5636,924.25,2
19517,249.15,0.8231200000000001,0.72114,0.18017,2,-56.0,4.5636,924.25,2
19518,249.2,0.8231200000000001,0.72114,0.18017,2,-56.0,4.5636,924.25,2
19519,249.23,0.8231200000000001,0.72114,0.18017,2,-56.0,4.5636,924.25,2
19520,249.5,0.8231200000000001,0.72114,0.18017,2,-57.0,0.98021,925.25,2
19521,249.58,0.8231200000000001,0.72114,0.18017,2,-57.0,0.98021,925.25,2
19522,249.63,0.8231200000000001,0.72114,0.18017,2,-57.0,0.98021,925.25,2
19523,249.65,0.8231200000000001,0.72114,0.18017,2,-57.0,0.98021,925.25,2
19524,249.7,0.8231200000000001,0.72114,0.18017,2,-57.0,0.98021,925.25,2
19525,249.75,0.8231200000000001,0.72114,0.18017,2,-57.0,0.98021,925.25,2
19526,249.78,0.8231200000000001,0.72114,0.18017,1,-67.5,2.6384,922.75,2
19527,249.83,0.8231200000000001,0.72114,0.18017,1,-67.5,2.6384,922.75,2
19528,249.88,0.8231200000000001,0.72114,0.18017,1,-67.5,2.6384,922.75,2
19529,249.9,0.8231200000000001,0.72114,0.18017,1,-67.5,2.6384,922.75,2
19530,249.95,0.8231200000000001,0.72114,0.18017,1,-67.5,2.6384,922.75,2
19531,249.98,0.8231200000000001,0.72114,0.18017,1,-67.5,2.6384,922.75,2
19532,251.75,0.77622,0.74411,0.14595999999999998,1,-67.0,1.6874,920.75,2
19533,251.83,0.77622,0.74411,0.14595999999999998,1,-67.0,1.6874,920.75,2
19534,251.88,0.77622,0.74411,0.14595999999999998,1,-67.0,1.6874,920.75,2
19535,251.93,0.77622,0.74411,0.14595999999999998,1,-67.0,1.6874,920.75,2
19536,251.95,0.77622,0.74411,0.14595999999999998,1,-67.0,1.6874,920.75,2
19537,252.0,0.77622,0.74411,0.14595999999999998,1,-67.0,1.6874,920.75,2
19538,252.25,0.77622,0.74411,0.14595999999999998,2,-56.0,6.0331,921.75,2
19539,252.3,0.77622,0.74411,0.14595999999999998,2,-56.0,6.0331,921.75,2
19540,252.35,0.77622,0.74411,0.14595999999999998,2,-56.0,6.0331,921.75,2
19541,252.4,0.77622,0.74411,0.14595999999999998,2,-56.0,6.0331,921.75,2
19542,252.43,0.77622,0.74411,0.14595999999999998,2,-56.0,6.0331,921.75,2
19543,252.48,0.77622,0.74411,0.14595999999999998,2,-56.0,6.0331,921.75,2
19544,253.25,0.77622,0.74411,0.15736,2,-56.0,0.42491,920.25,2
19545,253.33,0.77622,0.74411,0.15736,2,-56.0,0.42491,920.25,2
19546,253.35,0.77622,0.74411,0.15736,2,-56.0,0.42491,920.25,2
19547,253.4,0.77622,0.74411,0.15736,2,-56.0,0.42491,920.25,2
19548,253.45,0.77622,0.74411,0.15736,2,-56.0,0.42491,920.25,2
19549,253.5,0.77622,0.74411,0.15736,2,-56.0,0.42491,920.25,2
19550,253.53,0.77622,0.74411,0.15736,1,-67.0,1.0983,921.25,2
19551,253.58,0.77622,0.74411,0.15736,1,-67.0,1.0983,921.25,2
19552,253.6,0.77622,0.74411,0.15736,1,-67.0,1.0983,921.25,2
19553,253.65,0.77622,0.74411,0.15736,1,-67.0,1.0983,921.25,2
19554,253.7,0.77622,0.74411,0.15736,1,-67.0,1.0983,921.25,2
19555,253.73,0.77622,0.74411,0.15736,1,-67.0,1.0983,921.25,2
19556,254.0,0.77622,0.74411,0.15736,2,-55.5,0.11198,920.75,2
19557,254.05,0.77622,0.74411,0.15736,2,-55.5,0.11198,920.75,2
19558,254.1,0.77622,0.74411,0.15736,2,-55.5,0.11198,920.75,2
19559,254.15,0.77622,0.74411,0.15736,2,-55.5,0.11198,920.75,2
19560,254.18,0.77622,0.74411,0.15736,2,-55.5,0.11198,920.75,2
19561,254.23,0.77622,0.74411,0.15736,2,-55.5,0.11198,920.75,2
19562,254.5,0.77622,0.74411,0.15736,2,-55.0,5.3214,922.75,2
19563,254.58,0.77622,0.74411,0.15736,2,-55.0,5.3214,922.75,2
19564,254.63,0.77622,0.74411,0.15736,2,-55.0,5.3214,922.75,2
19565,254.65,0.77622,0.74411,0.15736,2,-55.0,5.3214,922.75,2
19566,254.7,0.77622,0.74411,0.15736,2,-55.0,5.3214,922.75,2
19567,254.73,0.77622,0.74411,0.15736,2,-55.0,5.3214,922.75,2
19568,255.5,0.69414,0.82449,0.12315,1,-67.0,2.1322,923.25,2
19569,255.58,0.69414,0.82449,0.12315,1,-67.0,2.1322,923.25,2
19570,255.63,0.69414,0.82449,0.12315,1,-67.0,2.1322,923.25,2
19571,255.65,0.69414,0.82449,0.12315,1,-67.0,2.1322,923.25,2
19572,255.7,0.69414,0.82449,0.12315,1,-67.0,2.1322,923.25,2
19573,255.75,0.69414,0.82449,0.12315,1,-67.0,2.1322,923.25,2
19574,256.0,0.69414,0.82449,0.12315,2,-55.5,6.1957,921.25,2
19575,256.1,0.69414,0.82449,0.12315,2,-55.5,6.1957,921.25,2
19576,256.13,0.69414,0.82449,0.12315,2,-55.5,6.1957,921.25,2
19577,256.18,0.69414,0.82449,0.12315,2,-55.5,6.1957,921.25,2
19578,256.23,0.69414,0.82449,0.12315,2,-55.5,6.1957,921.25,2
19579,256.25,0.69414,0.82449,0.12315,2,-55.5,6.1957,921.25,2
19580,256.3,0.69414,0.82449,0.12315,2,-56.0,1.5064,924.25,2
19581,256.35,0.69414,0.82449,0.12315,2,-56.0,1.5064,924.25,2
19582,256.38,0.69414,0.82449,0.12315,2,-56.0,1.5064,924.25,2
19583,256.43,0.69414,0.82449,0.12315,2,-56.0,1.5064,924.25,2
19584,256.48,0.69414,0.82449,0.12315,2,-56.0,1.5064,924.25,2
19585,256.5,0.69414,0.82449,0.12315,2,-56.0,1.5064,924.25,2
19586,257.5,0.74105,0.76708,0.13455999999999999,2,-55.0,4.9762,923.75,2
19587,257.57,0.74105,0.76708,0.13455999999999999,2,-55.0,4.9762,923.75,2
19588,257.63,0.74105,0.76708,0.13455999999999999,2,-55.0,4.9762,923.75,2
19589,257.65,0.74105,0.76708,0.13455999999999999,2,-55.0,4.9762,923.75,2
19590,257.7,0.74105,0.76708,0.13455999999999999,2,-55.0,4.9762,923.75,2
19591,257.75,0.74105,0.76708,0.13455999999999999,2,-55.0,4.9762,923.75,2
19592,258.25,0.74105,0.76708,0.13455999999999999,2,-56.5,0.35741999999999996,920.25,2
19593,258.32,0.74105,0.76708,0.13455999999999999,2,-56.5,0.35741999999999996,920.25,2
19594,258.38,0.74105,0.76708,0.13455999999999999,2,-56.5,0.35741999999999996,920.25,2
19595,258.4,0.74105,0.76708,0.13455999999999999,2,-56.5,0.35741999999999996,920.25,2
19596,258.45,0.74105,0.76708,0.13455999999999999,2,-56.5,0.35741999999999996,920.25,2
19597,258.5,0.74105,0.76708,0.13455999999999999,2,-56.5,0.35741999999999996,920.25,2
19598,259.5,0.74105,0.77856,0.13455999999999999,2,-55.0,5.2968,922.75,2
19599,259.57,0.74105,0.77856,0.13455999999999999,2,-55.0,5.2968,922.75,2
19600,259.63,0.74105,0.77856,0.13455999999999999,2,-55.0,5.2968,922.75,2
19601,259.65,0.74105,0.77856,0.13455999999999999,2,-55.0,5.2968,922.75,2
19602,259.7,0.74105,0.77856,0.13455999999999999,2,-55.0,5.2968,922.75,2
19603,259.75,0.74105,0.77856,0.13455999999999999,2,-55.0,5.2968,922.75,2
19604,259.78,0.74105,0.77856,0.13455999999999999,1,-67.5,0.59672,921.75,2
19605,259.82,0.74105,0.77856,0.13455999999999999,1,-67.5,0.59672,921.75,2
19606,259.88,0.74105,0.77856,0.13455999999999999,1,-67.5,0.59672,921.75,2
19607,259.9,0.74105,0.77856,0.13455999999999999,1,-67.5,0.59672,921.75,2
19608,259.95,0.74105,0.77856,0.13455999999999999,1,-67.5,0.59672,921.75,2
19609,259.98,0.74105,0.77856,0.13455999999999999,1,-67.5,0.59672,921.75,2
19610,260.75,0.97555,0.6866899999999999,0.23718000000000003,1,-66.5,4.2169,921.25,2
19611,260.82,0.97555,0.6866899999999999,0.23718000000000003,1,-66.5,4.2169,921.25,2
19612,260.85,0.97555,0.6866899999999999,0.23718000000000003,1,-66.5,4.2169,921.25,2
19613,260.9,0.97555,0.6866899999999999,0.23718000000000003,1,-66.5,4.2169,921.25,2
19614,260.95,0.97555,0.6866899999999999,0.23718000000000003,1,-66.5,4.2169,921.25,2
19615,260.98,0.97555,0.6866899999999999,0.23718000000000003,1,-66.5,4.2169,921.25,2
19616,261.5,0.97555,0.6866899999999999,0.23718000000000003,2,-56.0,0.14113,920.75,2
19617,261.57,0.97555,0.6866899999999999,0.23718000000000003,2,-56.0,0.14113,920.75,2
19618,261.63,0.97555,0.6866899999999999,0.23718000000000003,2,-56.0,0.14113,920.75,2
19619,261.68,0.97555,0.6866899999999999,0.23718000000000003,2,-56.0,0.14113,920.75,2
19620,261.7,0.97555,0.6866899999999999,0.23718000000000003,2,-56.0,0.14113,920.75,2
19621,261.75,0.97555,0.6866899999999999,0.23718000000000003,2,-56.0,0.14113,920.75,2
19622,261.78,0.97555,0.6866899999999999,0.23718000000000003,2,-56.0,1.1965,924.75,2
19623,261.82,0.97555,0.6866899999999999,0.23718000000000003,2,-56.0,1.1965,924.75,2
19624,261.88,0.97555,0.6866899999999999,0.23718000000000003,2,-56.0,1.1965,924.75,2
19625,261.9,0.97555,0.6866899999999999,0.23718000000000003,2,-56.0,1.1965,924.75,2
19626,261.95,0.97555,0.6866899999999999,0.23718000000000003,2,-56.0,1.1965,924.75,2
19627,262.0,0.97555,0.6866899999999999,0.23718000000000003,2,-56.0,1.1965,924.75,2
19628,262.03,0.97555,0.6866899999999999,0.23718000000000003,1,-67.5,5.7524,922.75,2
19629,262.07,0.97555,0.6866899999999999,0.23718000000000003,1,-67.5,5.7524,922.75,2
19630,262.13,0.97555,0.6866899999999999,0.23718000000000003,1,-67.5,5.7524,922.75,2
19631,262.15,0.97555,0.6866899999999999,0.23718000000000003,1,-67.5,5.7524,922.75,2
19632,262.2,0.97555,0.6866899999999999,0.23718000000000003,1,-67.5,5.7524,922.75,2
19633,262.25,0.97555,0.6866899999999999,0.23718000000000003,1,-67.5,5.7524,922.75,2
19634,262.5,0.97555,0.6866899999999999,0.23718000000000003,2,-56.5,2.0877,925.75,2
19635,262.57,0.97555,0.6866899999999999,0.23718000000000003,2,-56.5,2.0877,925.75,2
19636,262.63,0.97555,0.6866899999999999,0.23718000000000003,2,-56.5,2.0877,925.75,2
19637,262.65,0.97555,0.6866899999999999,0.23718000000000003,2,-56.5,2.0877,925.75,2
19638,262.7,0.97555,0.6866899999999999,0.23718000000000003,2,-56.5,2.0877,925.75,2
19639,262.75,0.97555,0.6866899999999999,0.23718000000000003,2,-56.5,2.0877,925.75,2
19640,264.5,0.084423,1.2264,0.13455999999999999,2,-47.5,3.4821,922.75,4
19641,264.57,0.084423,1.2264,0.13455999999999999,2,-47.5,3.4821,922.75,4
19642,264.63,0.084423,1.2264,0.13455999999999999,2,-47.5,3.4821,922.75,4
19643,264.68,0.084423,1.2264,0.13455999999999999,2,-47.5,3.4821,922.75,4
19644,264.7,0.084423,1.2264,0.13455999999999999,2,-47.5,3.4821,922.75,4
19645,264.75,0.084423,1.2264,0.13455999999999999,2,-47.5,3.4821,922.75,4
19646,264.82,0.084423,1.2264,0.13455999999999999,2,-47.5,3.9301,922.75,4
19647,264.88,0.084423,1.2264,0.13455999999999999,2,-47.5,3.9301,922.75,4
19648,264.93,0.084423,1.2264,0.13455999999999999,2,-47.5,3.9301,922.75,4
19649,264.95,0.084423,1.2264,0.13455999999999999,2,-47.5,3.9301,922.75,4
19650,265.0,0.084423,1.2264,0.13455999999999999,2,-47.5,3.9301,922.75,4
19651,265.05,0.060972000000000005,0.92784,0.054735,2,-48.5,2.3071,923.75,4
19652,265.07,0.060972000000000005,0.92784,0.054735,2,-48.5,2.3071,923.75,4
19653,265.13,0.060972000000000005,0.92784,0.054735,2,-48.5,2.3071,923.75,4
19654,265.18,0.060972000000000005,0.92784,0.054735,2,-48.5,2.3071,923.75,4
19655,265.2,0.060972000000000005,0.92784,0.054735,2,-48.5,2.3071,923.75,4
19656,265.25,0.060972000000000005,0.92784,0.054735,2,-48.5,2.3071,923.75,4
19657,265.3,0.060972000000000005,0.92784,0.054735,1,-59.5,1.5064,923.75,4
19658,265.32,0.060972000000000005,0.92784,0.054735,1,-59.5,1.5064,923.75,4
19659,265.38,0.060972000000000005,0.92784,0.054735,1,-59.5,1.5064,923.75,4
19660,265.4,0.060972000000000005,0.92784,0.054735,1,-59.5,1.5064,923.75,4
19661,265.45,0.060972000000000005,0.92784,0.054735,1,-59.5,1.5064,923.75,4
19662,265.5,0.060972000000000005,0.92784,0.054735,1,-59.5,1.5064,923.75,4
19663,265.53,0.096148,0.99674,0.08894400000000001,2,-57.5,4.3749,923.25,4
19664,265.57,0.096148,0.99674,0.08894400000000001,2,-57.5,4.3749,923.25,4
19665,265.63,0.096148,0.99674,0.08894400000000001,2,-57.5,4.3749,923.25,4
19666,265.65,0.096148,0.99674,0.08894400000000001,2,-57.5,4.3749,923.25,4
19667,265.7,0.096148,0.99674,0.08894400000000001,2,-57.5,4.3749,923.25,4
19668,265.75,0.096148,0.99674,0.08894400000000001,2,-57.5,4.3749,923.25,4
19669,269.25,0.096148,0.99674,0.08894400000000001,3,-59.5,0.63967,924.75,1
19670,269.32,0.096148,0.99674,0.08894400000000001,3,-59.5,0.63967,924.75,1
19671,269.38,0.096148,0.99674,0.08894400000000001,3,-59.5,0.63967,924.75,1
19672,269.43,0.096148,0.99674,0.08894400000000001,3,-59.5,0.63967,924.75,1
19673,269.45,0.096148,0.99674,0.08894400000000001,3,-59.5,0.63967,924.75,1
19674,269.5,0.096148,0.99674,0.08894400000000001,3,-59.5,0.63967,924.75,1
19675,269.55,0.54171,0.81301,0.020525,3,-56.0,1.0492,921.75,1
19676,269.57,0.54171,0.81301,0.020525,3,-56.0,1.0492,921.75,1
19677,269.63,0.54171,0.81301,0.020525,3,-56.0,1.0492,921.75,1
19678,269.68,0.54171,0.81301,0.020525,3,-56.0,1.0492,921.75,1
19679,269.7,0.54171,0.81301,0.020525,3,-56.0,1.0492,921.75,1
19680,269.75,0.54171,0.81301,0.020525,3,-56.0,1.0492,921.75,1
19681,269.8,0.54171,0.81301,0.020525,1,-56.0,1.5202,923.75,1
19682,269.82,0.54171,0.81301,0.020525,1,-56.0,1.5202,923.75,1
19683,269.88,0.54171,0.81301,0.020525,1,-56.0,1.5202,923.75,1
19684,269.93,0.54171,0.81301,0.020525,1,-56.0,1.5202,923.75,1
19685,269.95,0.54171,0.81301,0.020525,1,-56.0,1.5202,923.75,1
19686,270.0,0.54171,0.81301,0.020525,1,-56.0,1.5202,923.75,1
19687,270.05,0.54171,0.81301,0.020525,1,-57.0,5.2692,925.75,1
19688,270.07,0.54171,0.81301,0.020525,1,-57.0,5.2692,925.75,1
19689,270.13,0.54171,0.81301,0.020525,1,-57.0,5.2692,925.75,1
19690,270.18,0.54171,0.81301,0.020525,1,-57.0,5.2692,925.75,1
19691,270.2,0.54171,0.81301,0.020525,1,-57.0,5.2692,925.75,1
19692,270.25,0.54171,0.81301,0.020525,1,-57.0,5.2692,925.75,1
19693,270.5,0.38928,0.95081,-0.0022806,1,-59.0,5.4732,922.25,1
19694,270.57,0.38928,0.95081,-0.0022806,1,-59.0,5.4732,922.25,1
19695,270.63,0.38928,0.95081,-0.0022806,1,-59.0,5.4732,922.25,1
19696,270.65,0.38928,0.95081,-0.0022806,1,-59.0,5.4732,922.25,1
19697,270.7,0.38928,0.95081,-0.0022806,1,-59.0,5.4732,922.25,1
19698,270.75,0.38928,0.95081,-0.0022806,1,-59.0,5.4732,922.25,1
19699,271.0,0.74105,0.6752100000000001,0.043332,4,-66.5,0.013806,920.75,1
19700,271.07,0.74105,0.6752100000000001,0.043332,4,-66.5,0.013806,920.75,1
19701,271.13,0.74105,0.6752100000000001,0.043332,4,-66.5,0.013806,920.75,1
19702,271.15,0.74105,0.6752100000000001,0.043332,4,-66.5,0.013806,920.75,1
19703,271.2,0.74105,0.6752100000000001,0.043332,4,-66.5,0.013806,920.75,1
19704,271.23,0.74105,0.6752100000000001,0.043332,4,-66.5,0.013806,920.75,1
19705,272.0,1.3508,-0.094162,0.043332,1,-57.5,4.3212,921.75,3
19706,272.07,1.3508,-0.094162,0.043332,1,-57.5,4.3212,921.75,3
19707,272.1,1.3508,-0.094162,0.043332,1,-57.5,4.3212,921.75,3
19708,272.15,1.3508,-0.094162,0.043332,1,-57.5,4.3212,921.75,3
19709,272.2,1.3508,-0.094162,0.043332,1,-57.5,4.3212,921.75,3
19710,272.23,1.3508,-0.094162,0.043332,1,-57.5,4.3212,921.75,3
19711,272.5,1.1749,-0.059712,-0.10490999999999999,1,-59.0,6.1927,923.25,3
19712,272.57,1.1749,-0.059712,-0.10490999999999999,1,-59.0,6.1927,923.25,3
19713,272.63,1.1749,-0.059712,-0.10490999999999999,1,-59.0,6.1927,923.25,3
19714,272.65,1.1749,-0.059712,-0.10490999999999999,1,-59.0,6.1927,923.25,3
19715,272.7,1.1749,-0.059712,-0.10490999999999999,1,-59.0,6.1927,923.25,3
19716,272.75,1.1749,-0.059712,-0.10490999999999999,1,-59.0,6.1927,923.25,3
19717,273.0,1.1749,-0.059712,-0.10490999999999999,3,-56.5,0.7025600000000001,921.25,3
19718,273.07,1.1749,-0.059712,-0.10490999999999999,3,-56.5,0.7025600000000001,921.25,3
19719,273.13,1.1749,-0.059712,-0.10490999999999999,3,-56.5,0.7025600000000001,921.25,3
19720,273.18,1.1749,-0.059712,-0.10490999999999999,3,-56.5,0.7025600000000001,921.25,3
19721,273.2,1.1749,-0.059712,-0.10490999999999999,3,-56.5,0.7025600000000001,921.25,3
19722,273.25,1.1749,-0.059712,-0.10490999999999999,3,-56.5,0.7025600000000001,921.25,3
19723,273.28,1.1749,-0.059712,-0.10490999999999999,1,-58.5,2.3194,924.25,3
19724,273.32,1.1749,-0.059712,-0.10490999999999999,1,-58.5,2.3194,924.25,3
19725,273.38,1.1749,-0.059712,-0.10490999999999999,1,-58.5,2.3194,924.25,3
19726,273.43,1.1749,-0.059712,-0.10490999999999999,1,-58.5,2.3194,924.25,3
19727,273.45,1.1749,-0.059712,-0.10490999999999999,1,-58.5,2.3194,924.25,3
19728,273.5,1.1749,-0.059712,-0.10490999999999999,1,-58.5,2.3194,924.25,3
19729,273.75,1.2570000000000001,-0.094162,-0.13912,1,-61.0,0.9127200000000001,925.25,3
19730,273.82,1.2570000000000001,-0.094162,-0.13912,1,-61.0,0.9127200000000001,925.25,3
19731,273.85,1.2570000000000001,-0.094162,-0.13912,1,-61.0,0.9127200000000001,925.25,3
19732,273.9,1.2570000000000001,-0.094162,-0.13912,1,-61.0,0.9127200000000001,925.25,3
19733,273.95,1.2570000000000001,-0.094162,-0.13912,1,-61.0,0.9127200000000001,925.25,3
